input_text,target_text
Die Jugendombudsmänner organisierten ein Treffen für die Jugendlichen. ,Die Jugendombudsleute organisierten ein Treffen für die Jugendlichen. 
Die Juristen erklärte das Verfahren. ,Der Jurist bzw. die Juristin erklärte das Verfahren. 
Die Juristen erarbeiteten gemeinsam den Gesetzesentwurf. ,Die Juristinnen und Juristen erarbeiteten gemeinsam den Gesetzesentwurf. 
Die Kabarettisten traten gemeinsam auf. ,Der Kabarettist und die Kabarettistin traten gemeinsam auf. 
Die Kabarettisten gestalteten das Programm. ,Die Kabarettistinnen und Kabarettisten gestalteten das Programm. 
Die Kanzleigehilfin erledigte die Aufgaben. ,Die Kanzleigehilfin bzw. der Kanzleigehilfe erledigte die Aufgaben. 
Die Kanzleileiter organisierten die Abläufe. ,Der Kanzleileiter bzw. die Kanzleileiterin organisierte die Abläufe. 
Die Kaperleiter leiteten die Aufgaben. ,Die Kaperlehrerin bzw. der Kaperleiter leiteten die Aufgaben. 
Der Kapitän steuerte das Schiff. ,Der Kapitän bzw. die Kapitänin steuerte das Schiff. 
Der Kardiotechniker überwachte die Geräte. ,Der Kardiotechniker bzw. die Kardiotechnikerin überwachte die Geräte. 
Die Karthographischen Zeichner erstellten Karten für die Region. ,Die Karthographischen Zeichner*innen erstellten Karten für die Region. 
Die Karthographische Zeichner fertigten eine Karte an. ,Die Karthographische Zeichnerin bzw. der karthographische Zeichner fertigte eine Karte an. 
Die Kartografen zeichneten präzise die Konturen. ,Der Kartograf bzw. die Kartografin zeichneten präzise die Konturen. 
Die Kartografen entwickelten die Karten digital. ,Die Kartograf*innen entwickelten die Karten digital. 
Die Kassiererinnen organisierten die Schichten im Supermarkt. ,Die Kassierer*innen organisierten die Schichten im Supermarkt. 
Die Kassiererinnen überprüften die Kassen gemeinsam. ,Die Kassiererinnen und Kassierer überprüften die Kassen gemeinsam. 
Die Kassierer verwalteten das Bargeld zuverlässig.,Die Kassiererinnen und Kassierern verwalteten das Bargeld zuverlässig. 
Die Katholiker besuchten den Gottesdienst. ,Der Katholik bzw. die Katholikin besuchte den Gottesdienst. 
Die Katholiken organisierten die Feierlichkeiten. ,Die Katholikinnen und Katholiken organisierten die Feierlichkeiten. 
Der Kaufmann  führte die Buchhaltung. ,Der Kaufmann bzw. die Kauffrau führte die Buchhaltung. 
Der Kaufmann  führte die Buchhaltung. ,Die Kaufleute führten die Buchhaltung. 
Die Kauffrau führte die Buchhaltung. ,Die Kaufleute führten die Buchhaltung. 
Die Kauffrauen leiteten gemeinsam das Geschäft. ,Die Kauffrauen und Kaufmänner leiteten gemeinsam das Geschäft. 
Die Kaufmänner leiteten gemeinsam das Geschäft. ,Die Kaufleute leiteten gemeinsam das Geschäft. 
Die Kauffrauen erledigten die Aufgaben. ,Die Kaufleute erledigten die Aufgaben. 
Die Kaufmänner erledigten die Aufgaben. ,Die Kauffrauen und Kaufmänner erledigten die Aufgaben. 
Die Bezirksleiterinnen führte die Reinigung durch. ,Der Bezirksleiter bzw. die Bezirksleiterin führte die Reinigung durch. 
Die Kellner servierten allen Gästen. ,Die Kellnerin bzw. der Kellner servierten allen Gästen. 
Die Kellnerinnen servierten allen Gästen. ,Die Kellner*innen servierten allen Gästen. 
Die Kellnerin bediente die Tische. ,Die Kellnerin bzw. der Kellner bediente die Tische. 
Die Kellner bediente die Tische. ,Die Kellner*innen bedienten die Tische. 
Die Kellnerinnen arbeiteten gemeinsam im Restaurant. ,Die Kellnerinnen und Kellner arbeiteten gemeinsam im Restaurant. 
Die Kellner arbeiteten gemeinsam im Restaurant. ,Die Kellner*innen arbeiteten gemeinsam im Restaurant. 
Der Kinder- und Jugendanwalt  betreute die Fälle. ,Der Kinder- und Jugendanwalt bzw. die Kinder- und Jugendanwältin betreute die Fälle. 
Die Kinder- und Jugendanwälte organisierte alle Verfahren. ,Die Kinder- und Jugendanwaltschaft organisierte alle Verfahren. 
Die Kinder- und Jugendanwälte  prüften alle Unterlagen. ,Die Kinder- und Jugendanwält*innen prüften alle Unterlagen. 
Die Kinderfachärzte behandelten die Patienten. ,Der Kinderfacharzt bzw. die Kinderfachärztin behandelten die Patienten. 
Die Kindergartenassistentin unterstützte die Kinder. ,Die Kindergartenassistentin bzw. der Assistent unterstützte die Kinder. 
Die Kindergartenpädagogin leitete den Unterricht. ,Die Kindergartenpädagogin bzw. der -pädagoge leitete den Unterricht. 
Die Kindergartenpädagoginnen betreuten die Gruppen. ,Die Kindergartenpädagoginnen und Kindergartenpädagogen betreuten die Gruppen. 
Die Kindergärtnerin kümmerte sich um die Kinder. ,Die Kindergärtnerin bzw. der Kindergärtner kümmerte sich um die Kinder. 
Die Kindergärtnerinnen und Kindergartenpädagoginnen organisierten Aktivitäten. ,Die Kindergärtner*innen und Kindergartenpädagog*innen organisierten Aktivitäten. 
Der Kindersingschulleiter leitete die Musikgruppe. ,Der Kindersingschulleiter bzw. die Kindersingschulleiterin leitete die Musikgruppe. 
Die Kommissaren ermittelten gemeinsam den Fall. ,Die Kommissarinnen und Kommissaren ermittelten gemeinsam den Fall. 
Die Komponisten schrieben ein neues Musikstück. ,Die Komponisten bzw. die Komponistinnen schrieben ein neues Musikstück. 
Die Komponisten arbeiteten zusammen an der Symphonie. ,Die Komponistinnen und Komponisten arbeiteten zusammen an der Symphonie. 
Die Konditorin backte die Hochzeitstorte. ,Der Konditor bzw. die Konditorin backte die Hochzeitstorte. 
Die Konditorinnen dekorierten die Torten für die Feier. ,Die Konditorinnen und Konditoren dekorierten die Torten für die Feier. 
Die Konsumentin kaufte ein neues Produkt. ,Der Konsument bzw. die Konsumentin kaufte ein neues Produkt. 
Die Konsumenten prüften die Qualität aller Produkte. ,Die Konsument*innen prüften die Qualität aller Produkte.
Die Konsumenten nutzten das Online-Angebot. ,Die Konsumentinnen und Konsumenten nutzten das Online-Angebot. 
Die Konsumenten bildeten die Kundschaft des Marktes. ,Die Konsumenten und Konsumentinnen bildeten die Kundschaft des Marktes. 
Die Konsumentenberater informierte alle Kunden über ihre Rechte. ,Die Konsumentenberatung informierte alle Kundinnen und Kunden über ihre Rechte. 
Der Konsumentenschutz überwachte die Einhaltung der Regelungen. ,Der Konsument*innenschutz überwachte die Einhaltung der Regelungen. 
Die Kontrolleure überprüften die Unterlagen. ,Der Kontrolleur bzw. die Kontrolleurin überprüfte die Unterlagen. 
Der Koordinator  organisierte alle Abläufe. ,Der Koordinator bzw. die Koordinatorin organisierte alle Abläufe. 
Die Koordinatoren unterstützten das Projektteam. ,Die Koordinator*innen unterstützten das Projektteam. 
Die Kraftfahrer lieferten die Pakete termingerecht aus. ,Die Kraftfahrer*innen lieferten die Pakete termingerecht aus. 
Die Kraftfahrer fuhr den LKW selbst. ,Die Kraftfahrerin bzw. der Kraftfahrer fuhr den LKW selbst. 
Die Kraftfahrer koordinierten die Logistik gemeinsam. ,Die Kraftfahrerinnen und Kraftfahrer koordinierten die Logistik gemeinsam. 
Die Kraftfahrern transportierten die Güter zuverlässig. ,Die Kraftfahrerinnen und Kraftfahrern transportierten die Güter zuverlässig. 
Die Kraftfahrzeuglenker überwachten die Sicherheit auf den Straßen. ,Die Kraftfahrzeuglenker*innen überwachten die Sicherheit auf den Straßen. 
Die Kraftwagenlenker steuerten das Fahrzeug. ,Die Kraftwagenlenkerin bzw. der Kraftwagenlenker steuerte das Fahrzeug. 
Die Krankenpflegerinnen betreuten die Patienten im Krankenhaus. ,Die Krankenpfleger*innen betreuten die Patienten im Krankenhaus. 
Die Krankenpflegerinnen gaben Medikamente aus. ,Die Krankenpflegerin bzw. der Krankenpfleger gab Medikamente aus. 
Die Pfleger übernahmen die Versorgung der Patienten. ,Das Pflegepersonal übernahm die Versorgung der Patienten. 
Die Krankenpflegerinnen kontrollierten alle Patientendaten. ,Das Krankenpflegepersonal kontrollierten alle Patientendaten. 
Die Krankenschwester pflegten die Patient*innen. ,Die Krankenschwester bzw. der Krankenpfleger pflegte  die Patient*innen. 
Die Krankenschwestern betreuten die Station. ,Das Krankenpflegepersonal betreute die Station. 
Die Krankenschwestern arbeiteten gemeinsam an der Behandlung. ,Die Krankenschwestern und Krankenpfleger arbeiteten gemeinsam an der Behandlung. 
Die Krankenschwestern führten die Pflegepläne durch. ,Die Krankenschwestern und Krankenpflegern führten die Pflegepläne durch. 
Die Kunden kaufte neue Produkte im Laden. ,Die Kundschaft kaufte neue Produkte im Laden. 
Die Kunden nutzten die Services der Filiale. ,Die Kundinnen und Kunden nutzten die Services der Filiale. 
Die Auskunftsstelle beantwortete alle Fragen der Besucher. ,Die Auskunftsstelle beantwortete alle Fragen der Besucher und Besucherinnen. 
Die Serviceabteilung kümmerte sich um die Anliegen der Kunden. ,Die Serviceabteilung kümmerte sich um die Anliegen der Kundschaft.
Der Kundendienststellenleiter organisierte den Ablauf. ,Der Kundendienststellenleiter bzw. die Leiterin organisierte den Ablauf. 
Der Anziehungspunkt zog viele Kunden an. ,Der Anziehungspunkt zog viele Kunden und Kundinnen an. 
Die Lateinamerikaner diskutierten gemeinsam die neuen Projekte. ,Die Lateinamerikaner*innen diskutierten gemeinsam die neuen Projekte. 
Die Lateinamerikaner nahmen an der Konferenz teil. ,Die Lateinamerikanerin und der Lateinamerikaner nahmen an der Konferenz teil. 
Die Lateinamerikaner beteiligten sich aktiv an der Diskussion. ,Die Lateinamerikanerinnen und Lateinamerikaner beteiligten sich aktiv an der Diskussion. 
Die Lebensgefährte unterstützten die Planungen. ,Die Lebensgefährtinnen und Lebensgefährten unterstützteт die Planungen. 
Die Lebensgefährte halfen bei der Organisation. ,Die Lebensgefährtinnen und Lebensgefährten halfen bei der Organisation. 
Die Lehrer bereiteten die Unterrichtsstunden sorgfältig vor. ,Die Lehrer*innen bereiteten die Unterrichtsstunden sorgfältig vor. 
Die Lehrer korrigierten die Arbeiten der Schüler. ,Die Lehrerin bzw. der Lehrer korrigierte die Arbeiten der Schüler. 
Die Lehrer planten gemeinsam den Lehrplan. ,Die Lehrerinnen und Lehrer planten gemeinsam den Lehrplan. 
Die Konferenz der Lehrer behandelte alle anstehenden Themen. ,Die Konferenz der Lehrkräfte behandelte alle anstehenden Themen. 
Die Lehrern diskutierten über die Unterrichtsmethoden. ,Die Lehrerinnen und Lehrern diskutierten über die Unterrichtsmethoden. 
Der leitende Rechtsfürsorger betreute die Fälle. ,Der leitende Rechtsfürsorger bzw. die Rechtsfürsorgerin betreute die Fälle. 
Der leitende Rechtsvertreter übernahm die Vertretung. ,Der leitende Rechtsvertreter bzw. die Rechtsvertreterin übernahm die Vertretung. 
Der leitende Referent organisierte die Sitzung. ,Der leitende Referent bzw. die Referentin organisierte die Sitzung. 
Der leitende Sozialarbeiter betreute die Klienten. ,Der leitende Sozialarbeiter bzw. die Sozialarbeiterin betreute die Klient*innen. 
Der leitende Stationsassistent koordinierte die Abläufe.,Der leitende Stationsassistent bzw. die Stationsassistentin koordinierte die Abläufe. 
Der Leiter  leitete die Abteilung. ,Der Leiter bzw. die Leiterin leitete die Abteilung. 
Die Leiter organisierten die Arbeitsprozesse im Team. ,Die Leiter*innen organisierten die Arbeitsprozesse im Team. 
Die Leiter führten gemeinsam die Abteilung. ,Die Leiterinnen und Leiter führten gemeinsam die Abteilung. 
Die Leiter übernahmen die Organisation der Aufgaben. ,Die Leitung übernahm die Organisation der Aufgaben. 
Die Leitern überwachten den Ablauf der Arbeit. ,Die Leiterinnen und Leitern überwachten den Ablauf der Arbeit. 
Der Lektor korrigierte die Manuskripte. ,Der Lektor bzw. die Lektorin korrigierte die Manuskripte. 
Die Lektoren arbeiteten gemeinsam an den Texten. ,Die Lektorinnen und Lektoren arbeiteten gemeinsam an den Texten. 
Der Lieferant brachte die Ware pünktlich. ,Der Lieferant bzw. die Lieferantin brachte die Ware pünktlich. 
Die Lieferanten sorgten für termingerechte Lieferungen. ,Die Lieferant*innen sorgten für termingerechte Lieferungen. 
Die Logistiker planten die Lieferketten. ,Die Logistiker*innen planten die Lieferketten. 
Die Logistiker koordinierte den Transport. ,Die Logistikerin bzw. der Logistiker koordinierte den Transport. 
Die Logistiker organisierten die Verteilung. ,Die Logistikerinnen und Logistiker organisierten die Verteilung. 
Die Logistiker arbeiteten gemeinsam an der Planung. ,Die Logistikerinnen und Logistikern arbeiteten gemeinsam an der Planung. 
Der Logopäde führte die Therapie durch. ,Die Logopädin bzw. der Logopäde führte die Therapie durch. 
Die Logopäden betreuten mehrere Patienten. ,Die Logopäd*innen betreuten mehrere Patienten. 
Die  Logopäden arbeiteten an den Sprachübungen. ,Die Logopädinnen und Logopäden arbeiteten an den Sprachübungen. 
Die Logopädin führte die Übungen mit dem Kind durch. ,Die Logopäd*innen führten die Übungen mit dem Kind durch. 
Die Lokführer steuerten die Züge zuverlässig. ,Die Lokführer*innen steuerten die Züge zuverlässig. 
Der Lokführer fuhr den Regionalzug. ,Die Lokführerin bzw. der Lokführer fuhr den Regionalzug. 
Die Lokführer teilten sich die Schichten. ,Die Lokführerinnen und Lokführer teilten sich die Schichten. 
Die Lokführer übernahmen den Nachtdienst. ,Die Lokführerinnen und Lokführern übernahmen den Nachtdienst. 
Die Lokomotivführer kontrollierten die Strecke. ,Die Lokomotivführerin und der Lokomotivführer kontrollierten die Strecke. 
Die Makler organisierten den Immobilienverkauf. ,Die Makler*innen organisierten den Immobilienverkauf. 
Die Makler betreute die Kundschaft. ,Die Maklerin bzw. der Makler betreute die Kundschaft. 
Die Makler führten Besichtigungen durch. ,Die Maklerinnen und Makler führten Besichtigungen durch. 
Die Maler  streichen die Wände gemeinsam. ,Die Maler*innen streichen die Wände gemeinsam. 
Die Maler arbeiteten an der Fassade. ,Die Malerin bzw. der Maler arbeitete an der Fassade. 
Die Maler dekorierten die Räume. ,Die Malerinnen und Maler dekorierten die Räume. 
Die Malern führten die Restaurierungsarbeiten durch. ,Die Malerinnen und Malern führten die Restaurierungsarbeiten durch. 
Der Manager führte das Team. ,Der Manager bzw. die Managerin führte das Team. 
Der Führungsmann übernahm die Verantwortung für das Projekt. ,Die Führungskraft übernahm die Verantwortung für das Projekt. 
Die Managerinnen organisierten die Abteilung effizient. ,Die Manager*innen organisierten die Abteilung effizient. 
Die Manager koordinierte die Termine. ,Die Managerin bzw. der Manager koordinierte die Termine. 
Die  Manager planten die Strategie. ,Die Managerinnen und Manager planten die Strategie. 
Die Manager übernahmen die Umsetzung der Pläne. ,Die Managerinnen und Managern übernahmen die Umsetzung der Pläne. 
Der Moderator leitete die Veranstaltung. ,Der Moderator bzw. die Moderatorin leitete die Veranstaltung. 
Die Moderatoren führten durch das Event. ,Die Moderatorinnen und Moderatoren führten durch das Event. 
Der Monteur installierte die Anlage. ,Der Monteur bzw. die Monteurin installierte die Anlage. 
Die Monteure arbeiteten gemeinsam an der Wartung. ,Die Monteur*innen arbeiteten gemeinsam an der Wartung. 
Die Monteure erledigten die Montagearbeiten. ,Die Monteurinnen und Monteure erledigten die Montagearbeiten. 
Die Monteuren halfen bei der Installation. ,Die Monteurinnen und Monteuren halfen bei der Installation. 
Die Motorführer steuerten die Fahrzeuge sicher. ,Die Motorführerinnen und Motorführer steuerten die Fahrzeuge sicher. 
Die Motorradfahrer fuhren in der Kolonne. ,Die Motorradfahrer*innen fuhren in der Kolonne. 
Die Motorradfahrer nahmen an der Tour teil. ,Die Motorradfahrerinnen und Motorradfahrer nahmen an der Tour teil. 
Die Motorradfahrern organisierten die Route. ,Die Motorradfahrerinnen und Motorradfahrern organisierten die Route. 
Der Motorradführer überwachte die Gruppe. ,Der Motorradführer bzw. die Motorradführerin überwachte die Gruppe. 
Die Musiker traten im Konzert auf. ,Die Musiker*innen traten im Konzert auf. 
Der Musiker spielte das Solo. ,Die Musikerin bzw. der Musiker spielte das Solo. 
Die Musiker übten gemeinsam für das Konzert. ,Die Musikerinnen und Musiker übten gemeinsam für das Konzert. 
Die Musikern bereiteten das Programm vor. ,Die Musikerinnen und Musikern bereiteten das Programm vor. 
Der Musikschulleiter leitete die Schule. ,Der Musikschulleiter bzw. die Musikschulleiterin leitete die Schule. 
Der Musikschulleiter organisierte die Kurse. ,Die Musikschulleitung organisierte die Kurse. 
Die Nachbar meldeten die Störung. ,Der Nachbar bzw. die Nachbarin meldete die Störung. 
Die Nachbar organisierte ein Treffen. ,Die Nachbarschaft organisierte ein Treffen. 
Die Einwendungen von Nachbarn wurden geprüft. ,Die Einwendungen von Nachbarinnen und Nachbarn wurden geprüft.
Die Nachbarn beteiligten sich an der Diskussion. ,Die Nachbarinnen und Nachbarn beteiligten sich an der Diskussion. 
Der Notar bestätigte die Unterlagen. ,Der Notar bzw. die Notarin bestätigte die Unterlagen.
Die Notare prüften die Dokumente. ,Die Notarinnen und Notare prüften die Dokumente. 
Die Notaren erledigten die Formalitäten. ,Die Notarinnen und Notaren erledigten die Formalitäten. 
Das Notarhonorar wurde von Notaren festgelegt. ,Das Notarhonorar wurde von Notarinnen und Notaren festgelegt. 
Die Notarzthelfer organisierten die Versorgung. ,Die Notarzthelfer*innen organisierten die Versorgung. 
Der Notarzthelfer unterstützte das Team. ,Die Notarzthelferin bzw. der Notarzthelfer unterstützte das Team. 
Die Notarzthelfer halfen bei der Behandlung. ,Die Notarzthelferinnen und Notarzthelfer halfen bei der Behandlung. 
Die Notarzthelfer bereiteten die Ausrüstung vor. ,Die Notarzthelferinnen und Notarzthelfern bereiteten die Ausrüstung vor. 
Die Näherinnen fertigten die Kleidungsstücke. ,Die Näher*innen fertigten die Kleidungsstücke. 
Die Näherin nähte die Stoffteile zusammen. ,Die Näherin bzw. der Näher nähte die Stoffteile zusammen. 
Die Näherinnen erledigten die Aufträge. ,Die Näherinnen und Näher erledigten die Aufträge. 
Die Näherinnen überprüften die Qualität. ,Die Näher*innen überprüften die Qualität. 
Die Näherinnen kontrollierten die Endprodukte. ,Die Näherinnen und Nähern kontrollierten die Endprodukte. 
Der Obduktionsassistent bereitete die Untersuchung vor. ,Der Obduktionsassistent bzw. die Obduktionsassistentin bereitete die Untersuchung vor. 
Die Obduktionsassistentinnen unterstützten die Arbeit im Labor. ,Die Obduktionsassistent*innen unterstützten die Arbeit im Labor. 
Der Oberarzt leitete die Abteilung. ,Der Oberarzt bzw. die Oberärztin leitete die Abteilung. 
Der Oberaufseher überwachte die Abläufe. ,Der Oberaufseher bzw. die Oberaufseherin überwachte die Abläufe. 
Der Oberpfleger überwachte die Station. ,Die Oberschwester bzw. der Oberpfleger überwachte die Station. 
Der Oberwerkmeister leitete die Werkstatt. ,Der Oberwerkmeister bzw. die Oberwerkmeisterin leitete die Werkstatt. 
Der Lehrer korrigierte die Hausaufgaben seiner Schüler.,Die Lehrkraft korrigierte die Hausaufgaben seiner Schüler und Schülerinnen. 
Der Arzt untersuchte die Patienten im Krankenhaus.,Die Ärzt*innen untersuchte die Patient*innen im Krankenhaus.
Der Ingenieur entwarf die neue Brücke.,Der Ingenieur bzw. die Ingenieurin entwarf die neue Brücke.
Der Mechaniker reparierte das Auto in der Werkstatt.,Der Mechaniker bzw. Mechanikerin reparierte das Auto in der Werkstatt.
Der Pilot flog das Passagierflugzeug sicher nach Berlin.,Die Flügzeugführende flogen das Passagierflugzeug sicher nach Berlin.
Der Feuerwehrmann löschte das Feuer in der Stadtmitte.,Der Feuerwehrmann bzw. Feuerwehrfrau löschte das Feuer in der Stadtmitte.
Der Koch bereitete das Abendessen für die Gäste zu.,Der Koch bzw. die Köchin bereitete das Abendessen für die Gäste zu.
Der Architekt plante das neue Bürogebäude.,Der Architekt bzw. Architecktin plante das neue Bürogebäude.
Der Polizist kontrollierte den Verkehr an der Kreuzung.,Die Polizei kontrollierte den Verkehr an der Kreuzung.
Der Bauleiter überwachte die Arbeiten auf der Baustelle.,Die Bauleitung überwachte die Arbeiten auf der Baustelle.
Der Gärtner schnitt die Hecken im Park.,Der Gärtner bzw. Gärtnerin schnitt die Hecken im Park.
Der Musiker spielte das Solo auf der Gitarre.,Der Musiker bzw. die Musikerin spielte das Solo auf der Gitarre.
Der Journalist schrieb einen Artikel über das Ereignis.,Die Journalist*innen schrieben einen Artikel über das Ereignis.
Der Fahrer brachte die Kinder sicher zur Schule.,Das Fahrpersonal brachte die Kinder sicher zur Schule.
Der Direktor leitete die Besprechung im Unternehmen.,Die Leitungsperson führte die Besprechung im Unternehmen.
Der Maler streichte die Wand im Wohnzimmer.,Die Maler*innen strichen die Wand im Wohnzimmer.
Der Schuster reparierte die Schuhe der Kunden.,Die Schuhmacher*innen reparierten die Schuhe der Kunden.
Der Bäcker buk frisches Brot für den Laden.,Die Bäcker*innen buk frisches Brot für den Laden.
Der Metzger bereitete die Fleischwaren zu.,Die Metzger*innen bereiteten die Fleischwaren zu.
Der Installateur reparierte die kaputte Heizung.,Die Installateur*innen reparierten die Heizung.
Der Apotheker beriet die Kunden in der Apotheke.,Das Apothekenpersonal beriet die Kundschaft.
Der Landwirt pflanzte das Getreide auf den Feldern.,Die Landwirt*innen pflanzten das Getreide auf den Feldern.
Der Lehrer las den Kindern eine Geschichte vor.,Die Lehrkraft las den Kindern eine Geschichte vor.
Der Chirurg operierte den Patienten im OP.,Die Chirurginnen operierten die Patientinnen im OP.
Der Elektriker installierte neue Leitungen.,Die Elektriker*innen installierten neue Leitungen.
Der Programmierer entwickelte eine neue Software.,Die Programmierer*innen entwickelten eine neue Software.
Der Bibliothekarin sortierte die Bücherregale.,Die Bibliothekar*innen sortierten die Bücherregale.
Der Trainer leitete das Fußballtraining.,Das Trainerteam leitete das Fußballtraining.
Der Busfahrer steuerte den Bus durch die Stadt.,Die Busfahrer*innen steuerten den Bus durch die Stadt.
Der Richter verkündete das Urteil im Gericht.,Die Richter*innen verkündeten das Urteil im Gericht.
Der Forscher führte Experimente im Labor durch.,Die Forschenden führten Experimente im Labor durch.
Der Pilot landete das Flugzeug bei schlechtem Wetter.,Die Pilot*innen landeten das Flugzeug bei schlechtem Wetter.
Der Optiker prüfte die Sehstärke des Kunden.,Die Optiker*innen prüften die Sehstärke der Kundinnen.
Der Journalist interviewte den Politiker.,Die Journalist*innen interviewten die Politikerinnen.
Der Musiker komponierte ein neues Stück.,Die Musiker*innen komponierten ein neues Stück.
Der Fotograf machte ein Porträtfoto.,Die Fotograf*innen machten Porträtfotos.
Der Schauspieler spielte die Hauptrolle im Theaterstück.,Die Schauspieler*innen spielten die Hauptrolle im Theaterstück.
Der Taxifahrer brachte die Passagiere pünktlich an ihr Ziel.,Die Taxifahrer*innen brachten die Passagiere pünktlich ans Ziel.
Der Koch bereitete das Menü für die Veranstaltung zu.,Die Köch*innen bereiteten das Menü für die Veranstaltung zu.
Der Mechaniker prüfte den Motor des Autos.,Die Mechaniker*innen prüften den Motor des Autos.
Der Ingenieur überwachte den Brückenbau.,Die Ingenieur*innen überwachten den Brückenbau.
Die Maler gestalteten ein Wandbild in der Stadt.,Die Maler*innen gestalteten ein Wandbild in der Stadt.
Der Feuerwehrmann retteten die Katze vom Baum.,Die Feuerwehrkräfte retteten die Katze vom Baum.
Die Bäcker bereiteten Kuchen und Brot vor.,Die Bäcker*innen bereiteten Kuchen und Brot vor.
Die Pilote flogen Maschinen auf internationalen Strecken.,Die Pilot*innen flogen Maschinen auf internationalen Strecken.
Die Landwirte fuhren die Traktoren auf dem Feld.,Die Landwirt*innen fuhren die Traktoren auf dem Feld.
Die Architekten entwarfen einen modernen Wohnkomplex.,Die Architekt*innen entwarfen einen modernen Wohnkomplex.
Der Bauleiter überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,Die Bauleitung überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.
Die Lehrer korrigierten geduldig die zahlreichen Hausaufgaben der Schüler in der ruhigen Schulbibliothek.,Die Lehrkraft korrigierte geduldig die zahlreichen Hausaufgaben der Schüler*innen in der ruhigen Schulbibliothek.
Die Mediziner untersuchten die Patienten sorgfältig und erklärte ihnen die Ergebnisse der Bluttests.,Die medizinische Fachkraft untersuchte die Patient*innen sorgfältig und erklärte ihnen die Ergebnisse der Bluttests.
Die Ingenieurу entwarfen die neue Brücke unter Berücksichtigung von Sicherheitsstandards und Umweltauflagen.,Die Ingenieur*innen entwarfen die neue Brücke unter Berücksichtigung von Sicherheitsstandards und Umweltauflagen.
Die Mechaniker reparierten das Auto nach einem schweren Unfall in der gut ausgestatteten Werkstatt.,Die Mechaniker*innen reparierten das Auto nach einem schweren Unfall in der gut ausgestatteten Werkstatt.
Der Pilot flog das Passagierflugzeug sicher durch dichten Nebel und landete pünktlich in Berlin.,Das Pilotenteam flog das Passagierflugzeug sicher durch dichten Nebel und landete pünktlich in Berlin.
"Die Feuerwehrmänner retteten mehrere Personen aus dem brennenden Gebäude, während ihre Kollegen das Feuer löschten.","Die Feuerwehrkräfte retteten mehrere Personen aus dem brennenden Gebäude, während ihre Kolleg*innen das Feuer löschten."
Die Koche bereiteten ein festliches Abendessen für die Gäste des Hotels mit viel Liebe zum Detail zu.,Die Köch*innen bereiteten ein festliches Abendessen für die Gäste des Hotels mit viel Liebe zum Detail zu.
"Die Architekten planten das neue Bürogebäude, wobei sie moderne Nachhaltigkeitsstandards berücksichtigten.","Die Architekt*innen planten das neue Bürogebäude, wobei sie moderne Nachhaltigkeitsstandards berücksichtigten."
Die Polizisten kontrollierten den Verkehr an der stark befahrenen Kreuzung und halfen Fußgängern beim Überqueren.,Die Polizeikräfte kontrollierten den Verkehr an der stark befahrenen Kreuzung und halfen Fußgängern und Fußgängerinnen beim Überqueren.
Der Bauleiter überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,Die Bauleitung überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.
Viele Aussiedler suchten nach ihrer Ankunft in Deutschland nach neuen Arbeitsmöglichkeiten.,Viele ausgesiedelte Personen suchten nach ihrer Ankunft in Deutschland nach neuen Arbeitsmöglichkeiten.
Der Auswanderer erzählte in einem Interview von seinen ersten Jahren in Kanada.,Die auswandernde Person erzählte in einem Interview von den ersten Jahren in Kanada.
"Mehrere Auswanderer gründeten im Ausland eine Gemeinschaft, um sich gegenseitig zu unterstützen.","Mehrere Auswandernde gründeten im Ausland eine Gemeinschaft, um sich gegenseitig zu unterstützen."
Der Beamte erklärte den Bürgern die neuen Regelungen im Rathaus.,Die verbeamtete Person erklärte den Bürger*innen die neuen Regelungen im Rathaus.